,R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,Strength
2061,3,4,3,4,3,4,4,3,4,4,3,4,4,3,4,4,5,2,2,4,3,5,4,2,4,1,3,3,3,3,3,3,2,1,3,2,3,3,2,3,3,3,4,3,4,4,2,3,2
2062,1,1,1,1,1,1,1,1,4,5,1,1,2,1,1,1,4,5,4,3,5,4,1,3,2,4,3,1,3,4,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4
2063,3,3,2,1,1,2,1,2,4,4,4,4,3,4,3,2,5,5,5,5,5,5,5,5,4,4,5,5,4,5,3,3,4,5,5,5,5,5,5,4,3,1,3,1,1,5,3,1,5
2064,1,1,1,1,1,1,1,1,5,4,4,4,3,1,3,2,5,2,1,2,2,5,1,1,4,5,5,3,5,5,4,5,2,2,1,1,1,2,1,3,1,2,1,2,2,3,1,2,0
2065,1,1,1,1,1,1,1,1,4,4,5,4,4,5,4,5,5,5,5,4,5,5,2,5,4,3,3,1,3,2,3,3,1,2,1,2,2,2,1,3,1,1,1,1,1,3,1,1,0
2066,3,3,1,3,2,2,2,3,4,3,3,1,2,3,2,2,4,2,5,2,2,1,2,4,3,4,4,1,3,5,3,3,2,4,3,3,3,5,5,4,3,3,3,3,2,3,4,2,3
2067,1,1,1,1,1,1,1,1,3,4,3,5,1,1,1,1,1,1,5,3,5,1,1,5,3,4,5,5,5,1,3,3,1,3,3,4,4,4,4,4,4,2,3,3,1,1,4,3,4
2068,3,1,2,2,2,3,1,2,5,3,4,4,4,4,5,4,3,5,5,5,5,3,5,5,3,4,2,3,4,2,4,4,1,3,3,3,2,2,1,4,2,2,2,2,3,2,2,1,0
2069,4,3,4,2,4,4,4,3,2,3,2,1,1,2,1,4,1,1,1,4,4,3,5,3,1,2,1,1,1,1,1,1,1,2,5,1,5,1,1,1,1,3,2,2,1,1,1,3,2
2070,1,1,1,1,1,2,2,2,4,3,2,3,3,3,3,3,4,4,4,5,4,5,3,4,3,5,3,2,4,5,5,3,1,3,1,3,1,4,2,3,1,2,1,3,1,3,1,3,4
2071,3,2,1,4,1,3,4,1,5,5,5,4,5,5,5,5,3,3,5,4,5,5,3,3,2,5,4,4,5,4,2,3,1,4,4,2,5,4,1,4,3,2,3,1,5,5,1,2,5
2072,3,1,1,2,1,1,2,1,5,5,4,4,3,3,3,1,2,3,5,3,4,3,1,4,4,3,5,1,4,2,2,4,3,4,2,2,2,2,1,2,2,4,2,2,1,2,1,2,0
2073,3,2,2,2,1,3,2,2,5,5,5,2,2,3,2,4,3,5,5,5,5,4,4,5,5,4,4,5,5,3,4,4,2,4,3,5,4,5,3,5,3,3,3,3,3,3,3,4,5
2074,2,1,1,3,1,2,1,1,1,4,2,2,3,3,1,2,1,5,3,4,5,3,1,4,5,4,4,3,5,2,3,2,2,2,2,1,2,2,2,3,2,3,2,2,3,2,1,1,4
2075,4,4,2,4,4,4,4,3,3,2,2,4,4,2,3,2,4,3,3,-1,2,5,5,-1,2,1,4,3,3,3,2,2,1,1,2,1,3,1,1,4,1,2,2,2,2,3,1,2,2
2076,3,1,1,2,1,1,3,1,5,4,4,5,4,3,3,2,2,1,4,3,1,5,1,4,3,5,5,3,5,4,3,4,2,3,3,1,2,2,1,3,3,3,2,3,2,3,1,3,0
2077,4,4,4,5,3,2,3,3,3,4,3,4,3,2,2,4,1,1,1,1,1,1,1,1,2,4,2,4,2,2,2,3,2,2,2,1,2,1,2,1,3,3,3,2,3,4,2,3,2
2078,1,4,4,5,4,2,4,2,4,2,3,1,2,3,4,2,5,-1,2,4,2,5,4,4,5,2,2,2,3,5,3,4,3,3,-1,2,4,2,2,2,3,2,4,4,4,2,4,4,2
2079,3,4,4,3,3,4,3,4,2,2,2,4,3,2,2,4,4,4,3,4,3,4,4,3,4,4,4,3,4,3,4,3,2,3,4,3,4,3,4,3,2,3,2,2,2,2,3,2,5
2080,2,1,2,2,1,1,1,1,5,3,4,5,4,1,5,1,5,2,-1,5,5,5,2,1,2,5,4,1,5,2,2,1,3,2,5,1,1,1,4,1,2,3,2,3,3,4,4,1,0
2081,5,3,4,4,4,4,4,4,4,2,3,4,3,2,2,2,1,1,1,1,1,1,4,2,3,3,4,4,4,2,3,2,4,3,4,1,5,2,4,2,3,2,3,2,3,3,4,4,3
2082,1,1,1,1,2,1,1,1,5,5,5,1,5,5,5,5,3,4,4,4,3,5,1,4,2,5,2,2,2,3,4,2,4,3,1,2,4,3,1,4,4,3,3,2,4,2,1,1,0
2083,1,2,1,2,2,3,2,3,1,2,1,3,2,2,1,2,4,5,4,5,5,5,4,5,4,2,2,1,3,1,3,2,3,2,2,3,2,1,4,2,2,2,1,2,3,2,1,2,4
2084,1,3,1,3,3,4,2,3,5,3,3,5,3,5,4,3,5,5,5,1,1,3,3,4,3,5,5,5,5,5,4,3,3,5,5,3,5,5,4,3,3,1,3,5,3,4,3,3,5
2085,4,5,1,3,1,1,1,1,1,5,4,3,3,4,1,3,5,5,4,5,5,5,4,5,1,5,3,5,5,5,5,5,2,5,1,4,3,4,3,5,1,5,2,2,1,1,1,2,4
2086,2,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,4,4,3,2,3,2,3,1,1,1,2,2,2,1,4,4,1,3,1,1,4,2,4,3,2,3,2,2,4,1
2087,4,4,3,5,4,5,4,2,5,2,2,5,4,4,3,5,1,2,5,2,2,3,5,3,4,5,5,3,5,4,4,3,4,4,4,2,5,5,5,4,4,5,5,4,5,4,4,4,5
2088,2,1,2,2,1,2,2,1,4,4,3,4,4,2,3,2,3,4,4,4,5,4,3,2,4,4,4,3,4,5,4,3,3,2,3,3,3,2,2,4,4,3,3,3,3,2,3,3,5
2089,1,2,2,1,1,2,1,2,4,4,4,4,3,3,1,4,2,4,5,5,4,5,2,4,5,5,4,4,3,5,4,2,1,1,2,3,5,1,4,1,1,1,1,1,3,3,1,1,0
2090,3,1,1,1,1,1,1,1,4,4,3,1,2,3,2,2,3,4,4,2,4,3,5,3,2,4,4,1,2,3,3,4,2,4,4,1,3,4,2,4,2,2,2,2,1,2,2,2,4
2091,2,2,1,1,1,1,2,2,3,4,3,2,2,2,2,2,2,3,2,4,5,2,2,2,4,3,4,4,4,3,3,3,4,2,4,2,3,3,4,3,1,1,1,1,2,2,2,2,4
2092,1,4,1,1,1,3,1,3,5,5,5,5,5,4,4,4,5,2,2,5,3,5,4,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,0
2093,5,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,3,4,4,4,2,3,3,4,4,3,2,3,3,4,4,2,4,4,2,4,4,4,3,3,4,5,3,2,1,3,3,1,4
2094,2,3,1,2,1,2,2,2,4,4,4,2,3,3,3,2,3,5,4,2,3,3,2,5,5,3,3,2,4,3,2,4,2,4,3,2,4,4,4,2,2,2,3,3,2,2,2,2,4
2095,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,5,5,3,5,4,2,5,3,5,3,2,3,5,4,4,1,2,3,3,1,3,3,4,1,1,1,2,1,2,2,1,4
2096,2,1,1,2,1,2,2,1,4,3,4,4,3,4,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,4,3,4,3,3,3,5,3,3,3,2,2,2,2,3,3,4,2,5
2097,3,4,1,1,2,4,1,4,4,4,4,4,3,3,3,2,2,2,3,1,3,2,1,3,4,3,4,2,5,3,2,3,1,2,4,4,5,2,2,4,1,2,1,4,4,1,2,2,3
2098,1,1,2,2,1,2,2,2,4,3,2,2,1,3,1,2,1,1,3,1,1,1,1,2,3,4,4,3,5,5,5,4,1,2,3,4,2,4,2,4,1,2,2,3,1,3,2,3,3
2099,2,4,2,4,2,5,3,4,5,5,4,5,5,5,3,5,1,5,5,4,5,4,4,5,5,4,2,4,4,4,4,3,1,2,4,3,5,3,3,4,2,1,4,4,4,4,2,4,5
2100,4,4,1,4,1,4,2,4,4,5,5,2,4,4,4,4,2,3,2,4,5,5,4,4,2,4,1,2,2,3,4,1,1,2,2,2,1,2,1,3,2,4,2,2,2,2,1,2,2
2101,3,1,1,3,2,2,2,2,4,3,2,3,1,3,1,2,1,2,5,3,1,3,4,4,1,2,4,4,4,4,3,4,2,2,4,4,2,4,3,2,3,1,4,3,1,2,3,3,3
2102,2,3,1,1,1,1,1,2,4,4,4,5,4,4,-1,1,1,1,3,5,3,3,1,1,3,3,4,3,5,4,4,3,2,3,1,1,1,3,2,3,3,2,1,2,1,3,2,2,0
2103,1,1,1,1,1,1,1,1,2,3,3,1,1,4,2,1,3,2,3,3,1,4,4,2,3,5,2,2,4,5,4,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,4
2104,2,2,4,2,4,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,3,4,1,1,1,1,1,4,2,5,4,4,3,4,1,5,4,5,4,5,5,4,4,3
2105,3,1,1,1,1,1,3,1,4,4,3,3,3,3,4,1,1,1,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,3,4,4,4,1
2106,2,4,-1,4,2,1,2,5,1,4,3,4,1,1,4,1,3,3,4,4,1,4,2,5,4,2,4,4,2,4,2,3,4,2,4,4,4,2,4,3,2,2,4,3,4,2,4,2,3
2107,2,4,2,2,2,3,3,4,4,5,4,4,4,5,4,4,1,1,5,2,3,3,4,4,3,4,3,3,3,2,2,3,2,3,3,2,2,3,2,2,1,3,2,2,2,2,2,2,2
2108,5,4,5,4,5,5,5,5,4,3,4,3,4,3,3,5,3,4,2,4,1,4,5,5,5,4,1,5,1,2,4,3,1,1,1,1,1,1,1,3,3,5,2,3,5,3,3,2,2
2109,4,4,3,4,3,4,3,2,5,4,4,4,5,4,5,4,4,5,4,4,4,4,2,4,1,2,3,2,2,2,4,3,1,1,2,1,1,1,1,4,3,4,4,3,4,4,1,2,2
2110,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,5,5,5,3,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1
2111,5,3,1,5,3,5,5,3,5,5,5,3,5,3,5,1,3,5,3,3,1,5,3,3,3,5,5,1,1,5,5,1,1,3,3,1,5,5,1,3,3,5,5,5,5,5,1,5,5
2112,2,2,1,1,1,1,2,1,4,4,4,2,3,3,3,2,3,2,3,1,3,2,1,2,4,4,3,2,3,2,3,2,2,2,2,1,2,3,3,2,2,2,2,2,3,3,2,2,3
2113,2,2,1,1,2,1,1,1,4,2,5,5,5,4,5,1,5,4,5,5,5,5,5,4,3,2,3,3,3,2,1,1,1,4,4,1,3,3,3,1,1,5,1,1,1,1,1,1,0
2114,3,1,1,2,1,1,1,-1,3,3,-1,2,1,2,2,5,3,3,-1,3,3,1,1,1,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1
2115,1,1,1,1,1,1,1,1,1,4,4,1,4,1,3,1,3,1,1,3,3,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,4,1,1,1
2116,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,4,1,3,2,4,1,3,1,2,3,4,1,2,1,3,1,3,2,2,3,2,3,3,3,3,3,3,1
2117,3,3,1,2,1,3,2,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,1,2,4,1,4,2,1,3,1,3,2,1,2,2,1,2,0
2118,3,1,1,1,1,1,1,1,4,5,3,3,3,5,2,1,3,3,2,4,4,4,3,3,3,4,5,1,5,1,3,5,2,3,3,1,2,1,1,1,1,3,1,1,1,1,1,1,0
2119,4,2,4,2,2,2,2,2,5,4,4,5,4,5,4,2,2,2,2,2,3,3,4,2,4,4,5,3,5,5,3,3,2,2,2,2,4,2,2,2,2,3,2,2,4,2,2,2,0
2120,4,1,3,3,4,2,4,1,4,4,4,4,4,4,4,3,1,2,2,2,2,1,2,2,4,2,3,2,3,4,3,1,2,3,4,2,4,3,2,2,3,5,4,4,4,5,4,4,2
2121,1,1,1,2,1,2,1,1,4,3,3,3,3,3,3,3,4,5,3,5,5,5,3,3,3,4,4,2,5,3,4,4,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,0
2122,2,1,1,5,1,2,3,1,5,5,5,5,4,4,4,3,3,5,5,2,5,4,4,3,2,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,3,5,1,1,0
2123,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,4,2,1,5,3,5,5,5,4,4,4,1,4,2,3,4,3,5,3,1,2,3,3,3,3,3,2,3
2124,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,3,3,4,1,4,5,1,2,4,3,4,1,4,2,1,2,2,1,1,1,4,2,1,1
2125,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,5,3,3,3,5,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1
2126,4,5,4,3,2,3,2,3,3,4,4,4,4,3,3,3,1,4,1,3,4,1,4,2,4,3,1,4,3,3,4,1,3,2,4,1,4,2,2,4,1,2,2,1,1,3,2,1,2
2127,1,1,1,1,1,1,1,1,4,3,3,4,4,3,3,3,4,4,3,4,5,3,5,4,3,2,1,1,3,1,2,2,1,1,3,2,3,2,3,3,1,1,1,1,2,2,1,2,0
2128,2,1,2,4,2,1,2,1,3,4,3,3,4,2,3,3,2,2,2,3,4,4,2,2,2,5,3,2,4,2,3,4,2,3,2,2,3,2,2,3,3,4,4,2,4,2,2,2,3
2129,4,4,1,3,2,3,3,4,4,4,2,3,2,3,2,2,2,4,1,5,5,4,2,3,4,3,5,4,4,3,3,3,3,2,2,2,2,3,2,2,3,3,2,4,5,4,2,2,5
2130,4,4,3,5,3,4,4,4,4,4,3,5,4,3,4,3,2,3,2,4,3,4,5,3,1,2,1,4,1,2,2,1,3,2,5,3,4,3,4,3,2,1,2,2,3,2,4,2,2
2131,4,1,1,2,1,4,1,1,4,3,3,2,3,3,1,3,1,3,3,4,4,4,2,3,5,4,5,3,5,1,3,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,0
2132,5,4,3,5,4,4,4,3,5,4,4,4,4,3,4,3,4,3,3,3,5,5,3,4,2,4,2,2,2,2,2,2,2,4,2,2,3,4,3,3,4,5,4,3,5,5,4,4,2
2133,1,2,1,1,2,1,1,1,5,4,4,5,4,3,3,3,1,2,2,3,1,1,3,2,2,4,5,5,5,5,4,4,2,3,2,2,1,3,1,3,1,2,1,2,1,1,1,1,0
2134,3,2,2,1,2,2,1,2,4,4,4,4,4,3,3,3,4,3,4,3,4,3,3,3,5,4,2,4,3,4,4,4,3,2,3,2,4,2,4,4,1,1,2,1,2,1,2,2,0
2135,2,1,1,1,1,1,1,1,4,4,4,2,4,3,4,3,2,3,5,2,3,3,3,3,3,1,1,3,2,3,1,1,4,1,4,1,5,4,2,4,1,1,1,1,2,2,2,3,0
2136,2,1,1,1,1,2,3,1,3,1,2,1,1,3,2,2,1,1,1,1,3,2,1,1,2,2,1,1,3,4,4,3,1,1,2,1,3,3,3,2,4,3,4,3,4,5,4,4,3
2137,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,2,3,1,1,3,3,3,1,1,3,1,1,1,1,2,1,1,1,1
2138,3,1,1,1,1,1,1,1,3,1,1,3,2,5,3,1,1,1,3,1,1,3,1,3,5,3,5,5,3,5,5,4,1,3,3,5,1,3,1,3,1,3,1,3,1,3,1,1,4
2139,1,3,1,1,1,2,1,3,2,3,2,2,1,2,1,2,3,4,5,5,5,5,5,5,1,4,4,4,5,3,4,4,2,3,3,2,3,3,4,3,2,2,3,2,1,2,3,2,4
2140,3,1,2,3,3,3,3,3,3,4,4,3,4,3,3,2,1,1,3,1,1,1,1,3,4,5,1,2,1,1,2,1,1,2,1,1,4,2,1,1,1,3,3,4,5,5,3,3,2
2141,3,4,4,4,4,4,2,4,4,1,4,2,3,4,4,4,2,1,2,4,4,5,3,2,1,1,1,1,1,1,3,1,1,1,1,2,3,1,1,1,4,4,4,4,4,4,1,4,2
2142,3,2,2,1,2,2,2,2,3,2,2,1,4,2,2,2,2,2,2,2,2,4,2,2,4,2,1,4,2,1,2,2,2,1,4,2,2,2,2,2,4,2,2,4,4,2,4,4,3
2143,1,1,1,3,1,1,1,1,1,3,2,3,2,2,1,3,1,2,5,4,3,4,4,4,3,3,3,4,3,4,4,1,1,3,3,1,3,3,1,1,1,1,1,1,2,1,1,1,4
2144,3,3,1,1,2,3,2,2,5,5,5,4,4,5,4,2,4,5,2,2,3,5,2,2,4,5,5,3,5,3,4,4,1,3,2,3,3,2,2,4,2,2,2,2,1,3,2,2,0
2145,3,1,1,2,2,2,2,1,3,3,3,2,3,4,4,3,4,3,2,4,3,3,5,2,4,4,2,4,2,4,4,2,1,1,3,4,3,3,2,2,1,1,2,2,3,3,2,1,0
2146,3,2,2,3,3,2,3,2,5,5,4,4,4,2,4,2,1,4,4,3,5,1,4,3,2,3,4,3,3,3,4,3,3,2,3,4,3,4,3,3,4,2,4,3,3,3,3,3,5
2147,3,1,1,1,1,2,1,2,5,5,4,5,4,5,3,2,2,1,1,2,2,3,1,2,4,3,4,4,5,2,4,2,1,2,4,2,4,1,1,2,2,4,1,1,3,3,1,1,0
2148,5,3,3,4,1,1,1,1,5,4,4,3,4,4,4,3,5,4,3,4,3,5,4,3,1,3,1,1,1,3,3,1,1,1,3,1,3,3,1,3,1,3,3,3,3,3,3,1,2
2149,3,1,1,5,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,2,1,1,1,2,4,1,1,3,3,5,3,3,3,3,5,1,1,1,1,1,2,2,1,1
2150,3,2,1,3,1,3,2,2,4,4,1,4,3,1,1,2,1,1,3,3,1,4,2,1,2,1,3,2,4,3,4,2,3,1,4,3,2,1,1,1,3,3,4,4,3,2,3,3,3
2151,2,1,2,1,1,1,2,2,4,4,4,4,4,3,4,3,3,3,4,5,5,2,3,4,4,4,4,2,5,4,2,4,2,2,4,1,4,2,3,4,3,2,2,2,1,1,1,2,0
2152,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,4,5,2,5,4,2,4,2,4,2,2,2,3,2,1,1,5,2,3,3,5,2,1,5,5,5,5,4,4,5,5,3
2153,3,4,2,1,4,2,2,4,5,5,5,2,2,5,5,2,2,1,2,1,1,4,5,1,2,2,1,3,1,1,2,2,3,4,4,4,4,4,4,4,2,4,2,2,1,1,4,2,2
2154,3,3,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,3,3,3,1,1,5,1,5,5,1,1,5,1,5,5,1,5,1,1,5,5,1,5,1,5,1,5,1,5,1,4,2
2155,1,1,1,2,2,1,1,1,2,2,2,3,2,3,2,2,2,3,3,3,3,4,4,4,3,2,2,4,4,4,4,3,2,4,3,4,2,4,3,2,3,1,2,2,3,2,2,2,4
2156,1,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,5,1,1,5,5,5,1,1,5,1,5,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1
2157,3,1,2,3,1,1,3,1,2,5,5,2,1,5,3,1,5,5,4,5,5,5,4,1,5,5,5,3,-1,5,5,4,2,2,4,4,1,4,4,1,1,2,2,1,1,3,3,1,4
2158,2,1,1,1,1,2,2,1,3,3,2,1,1,1,1,1,1,4,1,3,5,5,5,5,4,4,4,4,3,3,4,4,4,4,4,5,2,4,4,2,2,2,2,2,1,3,3,2,4
2159,2,1,1,1,1,2,1,1,3,5,4,4,2,5,2,1,4,4,1,4,3,4,1,1,4,5,3,2,3,4,4,2,1,3,4,2,3,3,2,3,3,2,3,2,4,3,2,2,4
2160,3,3,4,5,3,5,4,4,5,2,3,4,4,4,4,3,2,3,2,5,4,3,5,2,3,3,5,5,5,2,3,3,3,3,2,2,4,1,2,4,2,3,2,2,3,4,2,2,5
2161,3,1,1,1,1,1,1,1,5,1,1,3,1,1,1,1,4,1,4,5,2,3,5,1,2,1,2,5,3,2,3,1,1,3,3,5,4,3,1,2,3,2,1,3,2,1,1,1,4
2162,5,3,3,3,4,3,3,3,3,4,3,2,4,4,4,5,2,2,4,2,4,3,3,4,1,3,1,2,1,1,1,1,1,2,4,1,4,4,1,4,3,4,3,3,4,3,2,3,2
2163,2,1,1,3,1,1,2,1,4,2,3,2,3,1,3,3,1,1,2,1,1,3,3,1,1,3,1,3,1,1,1,1,1,1,1,1,3,2,1,1,3,1,3,1,4,3,2,2,1
2164,1,1,1,3,1,1,1,1,1,1,1,5,2,1,1,1,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,1,1,3,1,5,5,1,1,1,1,5,3,1,1,1,1,4
2165,1,5,4,5,3,5,4,5,3,5,4,4,4,4,3,5,4,5,5,3,4,3,5,5,4,5,4,4,4,4,5,4,4,4,5,4,5,5,5,5,1,3,1,3,4,5,4,4,5
2166,2,2,1,1,1,1,2,1,4,5,4,5,4,5,4,5,3,4,3,3,3,3,4,4,5,5,5,4,5,5,5,5,1,1,2,4,5,2,1,5,1,3,1,1,1,2,1,2,0
2167,3,3,3,1,1,3,2,4,5,5,5,4,4,5,4,4,2,4,4,4,4,4,4,5,5,4,5,5,5,2,3,3,3,4,3,2,3,3,3,3,1,2,1,1,1,2,2,2,0
2168,3,1,1,2,2,4,3,1,3,2,3,3,3,3,3,1,4,5,4,5,4,5,4,4,4,5,4,3,5,4,4,2,3,3,4,3,4,3,3,3,3,3,2,3,2,3,2,2,4
2169,3,3,3,4,2,3,3,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2,4,3,4,4,4,2,3,2,2,1,2,3,2,2,2,2,2,1,2,2,2,3,4,2,2,0
2170,2,1,1,1,1,1,2,1,4,5,4,4,4,4,4,4,3,3,4,4,5,4,4,4,4,4,5,4,5,5,4,2,1,2,3,2,3,2,4,4,1,2,1,1,2,2,2,1,0
2171,3,3,2,2,2,2,2,2,4,3,4,2,3,3,3,2,3,2,4,3,2,3,2,2,4,3,2,3,4,3,3,3,2,4,3,3,3,3,4,3,2,2,3,2,2,3,3,2,3
2172,3,1,3,1,1,1,1,1,3,4,3,3,3,4,2,3,3,4,3,3,3,3,3,3,4,-1,4,3,4,4,4,4,4,1,3,4,4,2,4,3,4,1,1,4,1,3,3,3,4
2173,3,1,2,3,2,4,1,2,3,2,2,2,3,2,3,2,1,1,1,1,1,2,3,1,3,3,4,2,3,2,3,2,3,2,3,1,3,2,4,3,4,3,3,4,4,4,4,4,3
2174,1,1,1,2,1,2,2,1,4,4,4,3,3,4,3,4,3,3,5,4,4,4,3,4,2,3,4,4,4,3,3,3,2,2,1,3,1,2,2,1,2,3,2,2,1,2,1,1,0
2175,3,5,1,1,5,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,1,1,1,3,4,1,4,1,4,1,1,1,1,1,1,1,1,1
2176,4,4,2,4,3,3,4,3,5,5,5,3,4,4,5,4,2,3,5,3,4,5,1,5,3,4,3,1,3,2,2,1,3,2,3,1,3,3,2,3,3,3,3,2,3,4,2,3,2
2177,1,1,1,1,1,2,1,1,5,4,3,1,1,3,1,4,1,4,1,3,3,3,1,1,5,3,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
2178,2,3,3,3,2,3,2,2,4,5,5,2,2,5,3,2,2,1,5,4,3,5,4,3,1,1,1,4,2,2,2,1,3,2,4,2,3,3,4,3,3,4,3,3,2,4,3,3,2
2179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,3,3,1,2,3,1,5,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2180,1,4,2,3,1,4,1,2,3,5,1,4,1,4,1,3,2,3,3,5,5,5,5,2,1,4,1,5,3,5,5,1,2,3,1,1,1,4,3,2,1,1,2,1,1,2,1,1,4
2181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
2182,4,2,2,1,2,2,2,2,1,1,2,1,2,2,1,5,1,2,3,1,5,1,2,2,2,2,2,3,1,-1,5,2,1,2,3,3,4,2,1,2,1,3,3,3,4,3,3,3,3
2183,2,3,3,2,2,-1,1,2,3,4,4,2,2,2,1,2,4,5,1,4,4,2,5,3,5,5,5,5,5,5,5,2,3,2,2,2,2,2,3,4,2,2,2,2,2,1,2,2,4
2184,1,1,3,1,1,1,1,1,1,3,3,1,3,3,1,1,1,1,1,1,3,1,3,1,3,3,3,3,3,1,1,1,3,1,3,1,3,1,3,1,3,1,1,1,1,3,3,1,1
2185,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,4,1,1,1,5,3,1,2,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2186,1,2,1,1,1,1,3,2,1,1,1,4,1,2,2,2,1,4,3,2,3,3,2,4,4,4,3,4,4,4,2,3,2,4,2,4,4,4,2,4,4,2,2,4,2,4,2,3,3
2187,3,3,1,2,1,2,2,2,4,5,4,3,2,3,3,2,4,4,4,4,4,5,1,5,4,4,3,3,3,2,4,3,1,3,1,1,1,1,1,2,2,3,2,2,2,2,1,2,0
2188,3,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,4,4,4,3,1,1,2,2,2,2,3,2,3,1,1,1,3,2,3,3,3,3,2,3,4,4,5,3,2,3,3
2189,1,1,1,1,1,1,1,1,5,5,5,3,4,5,3,3,1,3,3,1,1,1,4,3,3,3,4,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,1,0
2190,2,3,3,3,3,2,2,2,5,4,4,5,4,2,3,4,1,2,2,4,5,1,2,4,5,1,3,4,4,3,3,2,5,5,5,2,5,3,5,5,4,4,5,4,5,5,4,4,5
2191,1,1,1,1,2,2,4,1,4,3,2,1,2,2,3,1,1,3,1,1,2,1,2,1,5,4,5,2,2,1,1,1,1,3,4,3,5,4,3,5,4,4,4,4,4,5,5,5,3
2192,3,3,1,1,1,1,3,3,5,5,5,5,3,5,4,5,5,5,3,3,4,5,5,4,5,5,5,5,5,5,5,4,3,1,5,3,5,5,2,3,5,1,1,3,1,4,2,2,5
2193,5,4,2,5,1,3,1,1,5,3,5,5,5,4,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,2,3,5,3,4,4,5,4,1,1,2,3,1,1,1,1,5
2194,1,1,1,1,1,1,1,1,1,3,1,1,1,4,1,4,5,5,5,5,5,5,3,5,1,5,4,1,5,5,5,4,1,3,1,3,1,5,1,2,1,1,1,1,1,1,1,1,4
2195,1,5,1,3,1,5,1,5,3,5,5,3,5,5,5,5,3,2,3,5,5,5,5,4,2,4,3,4,4,4,5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,0
2196,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,4,3,4,2,3,2,3,4,3,5,3,2,3,1,2,1,2,2,2,1,3,3
2197,1,1,2,1,1,1,1,1,4,3,3,2,1,2,2,5,3,4,5,4,4,3,4,5,3,3,3,2,4,1,2,1,2,2,3,3,4,4,4,3,2,1,1,3,2,1,3,2,4
